bartime,direction,legHigh,legLow,legRange,fib050,fib0618,zoneUpper,zoneLower,invalidLevel
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
2025.10.01 11:15,BULL,3895.26,3853.33,41.93000000000029,3874.295,3869.34726,3874.295,3869.34726,3862.30302
